File,Book,Chapter,ExpectedVerses,Overall,Check,Status,Value,Detail
ACT_024.wav,Acts,24,27,FAIL,Verses,PASS,27/27,"All 27 verses present (Verse 1..27), no missing/extra/duplicates."
ACT_025.wav,Acts,25,27,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
ACT_025.wav,Acts,25,27,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
ACT_025.wav,Acts,25,27,FAIL,Head Silence,PASS,2.02s,Expected 2.0s +/- 0.5s; measured 2.02s
ACT_025.wav,Acts,25,27,FAIL,Tail Silence,FAIL,2.58s,Expected 2.0s +/- 0.5s; measured 2.58s
ACT_025.wav,Acts,25,27,FAIL,Chapter Title,PASS,1,Present.
ACT_025.wav,Acts,25,27,FAIL,Verses,PASS,27/27,"All 27 verses present (Verse 1..27), no missing/extra/duplicates."
ACT_026.wav,Acts,26,32,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
ACT_026.wav,Acts,26,32,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
ACT_026.wav,Acts,26,32,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
ACT_026.wav,Acts,26,32,PASS,Tail Silence,PASS,2.39s,Expected 2.0s +/- 0.5s; measured 2.39s
ACT_026.wav,Acts,26,32,PASS,Chapter Title,PASS,1,Present.
ACT_026.wav,Acts,26,32,PASS,Verses,PASS,32/32,"All 32 verses present (Verse 1..32), no missing/extra/duplicates."
ACT_027.wav,Acts,27,44,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
ACT_027.wav,Acts,27,44,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
ACT_027.wav,Acts,27,44,FAIL,Head Silence,PASS,2.08s,Expected 2.0s +/- 0.5s; measured 2.08s
ACT_027.wav,Acts,27,44,FAIL,Tail Silence,FAIL,2.65s,Expected 2.0s +/- 0.5s; measured 2.65s
ACT_027.wav,Acts,27,44,FAIL,Chapter Title,PASS,1,Present.
ACT_027.wav,Acts,27,44,FAIL,Verses,PASS,44/44,"All 44 verses present (Verse 1..44), no missing/extra/duplicates."
ACT_028.wav,Acts,28,31,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
ACT_028.wav,Acts,28,31,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
ACT_028.wav,Acts,28,31,PASS,Head Silence,PASS,2.09s,Expected 2.0s +/- 0.5s; measured 2.09s
ACT_028.wav,Acts,28,31,PASS,Tail Silence,PASS,2.22s,Expected 2.0s +/- 0.5s; measured 2.22s
ACT_028.wav,Acts,28,31,PASS,Chapter Title,PASS,1,Present.
ACT_028.wav,Acts,28,31,PASS,Verses,PASS,31/31,"All 31 verses present (Verse 1..31), no missing/extra/duplicates."
COL_001.wav,Colossians,1,29,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
COL_001.wav,Colossians,1,29,PASS,True Peak,PASS,-1.0 dBTP,Ceiling -1.0 dBTP; measured -1.0 dBTP
COL_001.wav,Colossians,1,29,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
COL_001.wav,Colossians,1,29,PASS,Tail Silence,PASS,2.22s,Expected 2.0s +/- 0.5s; measured 2.22s
COL_001.wav,Colossians,1,29,PASS,Chapter Title,PASS,1,Present.
COL_001.wav,Colossians,1,29,PASS,Verses,PASS,29/29,"All 29 verses present (Verse 1..29), no missing/extra/duplicates."
COL_002.wav,Colossians,2,23,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
COL_002.wav,Colossians,2,23,PASS,True Peak,PASS,-1.0 dBTP,Ceiling -1.0 dBTP; measured -1.0 dBTP
COL_002.wav,Colossians,2,23,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
COL_002.wav,Colossians,2,23,PASS,Tail Silence,PASS,2.50s,Expected 2.0s +/- 0.5s; measured 2.50s
COL_002.wav,Colossians,2,23,PASS,Chapter Title,PASS,1,Present.
COL_002.wav,Colossians,2,23,PASS,Verses,PASS,23/23,"All 23 verses present (Verse 1..23), no missing/extra/duplicates."
COL_003.wav,Colossians,3,25,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
COL_003.wav,Colossians,3,25,PASS,True Peak,PASS,-1.0 dBTP,Ceiling -1.0 dBTP; measured -1.0 dBTP
COL_003.wav,Colossians,3,25,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
COL_003.wav,Colossians,3,25,PASS,Tail Silence,PASS,2.03s,Expected 2.0s +/- 0.5s; measured 2.03s
COL_003.wav,Colossians,3,25,PASS,Chapter Title,PASS,1,Present.
COL_003.wav,Colossians,3,25,PASS,Verses,PASS,25/25,"All 25 verses present (Verse 1..25), no missing/extra/duplicates."
COL_004.wav,Colossians,4,18,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
COL_004.wav,Colossians,4,18,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
COL_004.wav,Colossians,4,18,FAIL,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
COL_004.wav,Colossians,4,18,FAIL,Tail Silence,FAIL,2.57s,Expected 2.0s +/- 0.5s; measured 2.57s
COL_004.wav,Colossians,4,18,FAIL,Chapter Title,PASS,1,Present.
COL_004.wav,Colossians,4,18,FAIL,Verses,PASS,18/18,"All 18 verses present (Verse 1..18), no missing/extra/duplicates."
EPH_001.wav,Ephesians,1,23,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
EPH_001.wav,Ephesians,1,23,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
EPH_001.wav,Ephesians,1,23,FAIL,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
EPH_001.wav,Ephesians,1,23,FAIL,Tail Silence,FAIL,2.58s,Expected 2.0s +/- 0.5s; measured 2.58s
EPH_001.wav,Ephesians,1,23,FAIL,Chapter Title,PASS,1,Present.
EPH_001.wav,Ephesians,1,23,FAIL,Verses,PASS,23/23,"All 23 verses present (Verse 1..23), no missing/extra/duplicates."
EPH_002.wav,Ephesians,2,22,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
EPH_002.wav,Ephesians,2,22,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
EPH_002.wav,Ephesians,2,22,FAIL,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
EPH_002.wav,Ephesians,2,22,FAIL,Tail Silence,FAIL,2.64s,Expected 2.0s +/- 0.5s; measured 2.64s
EPH_002.wav,Ephesians,2,22,FAIL,Chapter Title,PASS,1,Present.
EPH_002.wav,Ephesians,2,22,FAIL,Verses,PASS,22/22,"All 22 verses present (Verse 1..22), no missing/extra/duplicates."
EPH_003.wav,Ephesians,3,21,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
EPH_003.wav,Ephesians,3,21,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
EPH_003.wav,Ephesians,3,21,PASS,Head Silence,PASS,2.08s,Expected 2.0s +/- 0.5s; measured 2.08s
EPH_003.wav,Ephesians,3,21,PASS,Tail Silence,PASS,2.49s,Expected 2.0s +/- 0.5s; measured 2.49s
EPH_003.wav,Ephesians,3,21,PASS,Chapter Title,PASS,1,Present.
EPH_003.wav,Ephesians,3,21,PASS,Verses,PASS,21/21,"All 21 verses present (Verse 1..21), no missing/extra/duplicates."
EPH_004.wav,Ephesians,4,32,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
EPH_004.wav,Ephesians,4,32,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
EPH_004.wav,Ephesians,4,32,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
EPH_004.wav,Ephesians,4,32,PASS,Tail Silence,PASS,2.03s,Expected 2.0s +/- 0.5s; measured 2.03s
EPH_004.wav,Ephesians,4,32,PASS,Chapter Title,PASS,1,Present.
EPH_004.wav,Ephesians,4,32,PASS,Verses,PASS,32/32,"All 32 verses present (Verse 1..32), no missing/extra/duplicates."
EPH_005.wav,Ephesians,5,33,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
EPH_005.wav,Ephesians,5,33,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
EPH_005.wav,Ephesians,5,33,PASS,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
EPH_005.wav,Ephesians,5,33,PASS,Tail Silence,PASS,2.08s,Expected 2.0s +/- 0.5s; measured 2.08s
EPH_005.wav,Ephesians,5,33,PASS,Chapter Title,PASS,1,Present.
EPH_005.wav,Ephesians,5,33,PASS,Verses,PASS,33/33,"All 33 verses present (Verse 1..33), no missing/extra/duplicates."
EPH_006.wav,Ephesians,6,24,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
EPH_006.wav,Ephesians,6,24,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
EPH_006.wav,Ephesians,6,24,PASS,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
EPH_006.wav,Ephesians,6,24,PASS,Tail Silence,PASS,2.02s,Expected 2.0s +/- 0.5s; measured 2.02s
EPH_006.wav,Ephesians,6,24,PASS,Chapter Title,PASS,1,Present.
EPH_006.wav,Ephesians,6,24,PASS,Verses,PASS,24/24,"All 24 verses present (Verse 1..24), no missing/extra/duplicates."
HEB_001.wav,Hebrews,1,14,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_001.wav,Hebrews,1,14,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_001.wav,Hebrews,1,14,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
HEB_001.wav,Hebrews,1,14,PASS,Tail Silence,PASS,2.19s,Expected 2.0s +/- 0.5s; measured 2.19s
HEB_001.wav,Hebrews,1,14,PASS,Chapter Title,PASS,1,Present.
HEB_001.wav,Hebrews,1,14,PASS,Verses,PASS,14/14,"All 14 verses present (Verse 1..14), no missing/extra/duplicates."
HEB_002.wav,Hebrews,2,18,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_002.wav,Hebrews,2,18,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_002.wav,Hebrews,2,18,FAIL,Head Silence,PASS,2.03s,Expected 2.0s +/- 0.5s; measured 2.03s
HEB_002.wav,Hebrews,2,18,FAIL,Tail Silence,FAIL,2.60s,Expected 2.0s +/- 0.5s; measured 2.60s
HEB_002.wav,Hebrews,2,18,FAIL,Chapter Title,PASS,1,Present.
HEB_002.wav,Hebrews,2,18,FAIL,Verses,PASS,18/18,"All 18 verses present (Verse 1..18), no missing/extra/duplicates."
HEB_003.wav,Hebrews,3,19,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_003.wav,Hebrews,3,19,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_003.wav,Hebrews,3,19,PASS,Head Silence,PASS,2.07s,Expected 2.0s +/- 0.5s; measured 2.07s
HEB_003.wav,Hebrews,3,19,PASS,Tail Silence,PASS,2.26s,Expected 2.0s +/- 0.5s; measured 2.26s
HEB_003.wav,Hebrews,3,19,PASS,Chapter Title,PASS,1,Present.
HEB_003.wav,Hebrews,3,19,PASS,Verses,PASS,19/19,"All 19 verses present (Verse 1..19), no missing/extra/duplicates."
HEB_004.wav,Hebrews,4,16,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_004.wav,Hebrews,4,16,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_004.wav,Hebrews,4,16,FAIL,Head Silence,PASS,2.03s,Expected 2.0s +/- 0.5s; measured 2.03s
HEB_004.wav,Hebrews,4,16,FAIL,Tail Silence,FAIL,2.54s,Expected 2.0s +/- 0.5s; measured 2.54s
HEB_004.wav,Hebrews,4,16,FAIL,Chapter Title,PASS,1,Present.
HEB_004.wav,Hebrews,4,16,FAIL,Verses,PASS,16/16,"All 16 verses present (Verse 1..16), no missing/extra/duplicates."
HEB_005.wav,Hebrews,5,14,PASS,Loudness,PASS,-18.1 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.1 LUFS
HEB_005.wav,Hebrews,5,14,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_005.wav,Hebrews,5,14,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
HEB_005.wav,Hebrews,5,14,PASS,Tail Silence,PASS,2.47s,Expected 2.0s +/- 0.5s; measured 2.47s
HEB_005.wav,Hebrews,5,14,PASS,Chapter Title,PASS,1,Present.
HEB_005.wav,Hebrews,5,14,PASS,Verses,PASS,14/14,"All 14 verses present (Verse 1..14), no missing/extra/duplicates."
HEB_006.wav,Hebrews,6,20,PASS,Loudness,PASS,-18.1 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.1 LUFS
HEB_006.wav,Hebrews,6,20,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_006.wav,Hebrews,6,20,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
HEB_006.wav,Hebrews,6,20,PASS,Tail Silence,PASS,2.35s,Expected 2.0s +/- 0.5s; measured 2.35s
HEB_006.wav,Hebrews,6,20,PASS,Chapter Title,PASS,1,Present.
HEB_006.wav,Hebrews,6,20,PASS,Verses,PASS,20/20,"All 20 verses present (Verse 1..20), no missing/extra/duplicates."
HEB_007.wav,Hebrews,7,28,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_007.wav,Hebrews,7,28,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_007.wav,Hebrews,7,28,PASS,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
HEB_007.wav,Hebrews,7,28,PASS,Tail Silence,PASS,2.18s,Expected 2.0s +/- 0.5s; measured 2.18s
HEB_007.wav,Hebrews,7,28,PASS,Chapter Title,PASS,1,Present.
HEB_007.wav,Hebrews,7,28,PASS,Verses,PASS,28/28,"All 28 verses present (Verse 1..28), no missing/extra/duplicates."
HEB_008.wav,Hebrews,8,13,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_008.wav,Hebrews,8,13,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_008.wav,Hebrews,8,13,FAIL,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
HEB_008.wav,Hebrews,8,13,FAIL,Tail Silence,FAIL,2.60s,Expected 2.0s +/- 0.5s; measured 2.60s
HEB_008.wav,Hebrews,8,13,FAIL,Chapter Title,PASS,1,Present.
HEB_008.wav,Hebrews,8,13,FAIL,Verses,PASS,13/13,"All 13 verses present (Verse 1..13), no missing/extra/duplicates."
HEB_009.wav,Hebrews,9,28,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_009.wav,Hebrews,9,28,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_009.wav,Hebrews,9,28,FAIL,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
HEB_009.wav,Hebrews,9,28,FAIL,Tail Silence,FAIL,2.65s,Expected 2.0s +/- 0.5s; measured 2.65s
HEB_009.wav,Hebrews,9,28,FAIL,Chapter Title,PASS,1,Present.
HEB_009.wav,Hebrews,9,28,FAIL,Verses,PASS,28/28,"All 28 verses present (Verse 1..28), no missing/extra/duplicates."
HEB_010.wav,Hebrews,10,39,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_010.wav,Hebrews,10,39,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_010.wav,Hebrews,10,39,FAIL,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
HEB_010.wav,Hebrews,10,39,FAIL,Tail Silence,FAIL,2.63s,Expected 2.0s +/- 0.5s; measured 2.63s
HEB_010.wav,Hebrews,10,39,FAIL,Chapter Title,PASS,1,Present.
HEB_010.wav,Hebrews,10,39,FAIL,Verses,PASS,39/39,"All 39 verses present (Verse 1..39), no missing/extra/duplicates."
HEB_011.wav,Hebrews,11,40,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_011.wav,Hebrews,11,40,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_011.wav,Hebrews,11,40,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
HEB_011.wav,Hebrews,11,40,PASS,Tail Silence,PASS,2.16s,Expected 2.0s +/- 0.5s; measured 2.16s
HEB_011.wav,Hebrews,11,40,PASS,Chapter Title,PASS,1,Present.
HEB_011.wav,Hebrews,11,40,PASS,Verses,PASS,40/40,"All 40 verses present (Verse 1..40), no missing/extra/duplicates."
HEB_012.wav,Hebrews,12,29,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_012.wav,Hebrews,12,29,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_012.wav,Hebrews,12,29,PASS,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
HEB_012.wav,Hebrews,12,29,PASS,Tail Silence,PASS,2.27s,Expected 2.0s +/- 0.5s; measured 2.27s
HEB_012.wav,Hebrews,12,29,PASS,Chapter Title,PASS,1,Present.
HEB_012.wav,Hebrews,12,29,PASS,Verses,PASS,29/29,"All 29 verses present (Verse 1..29), no missing/extra/duplicates."
HEB_013.wav,Hebrews,13,25,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
HEB_013.wav,Hebrews,13,25,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
HEB_013.wav,Hebrews,13,25,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
HEB_013.wav,Hebrews,13,25,PASS,Tail Silence,PASS,2.30s,Expected 2.0s +/- 0.5s; measured 2.30s
HEB_013.wav,Hebrews,13,25,PASS,Chapter Title,PASS,1,Present.
HEB_013.wav,Hebrews,13,25,PASS,Verses,PASS,25/25,"All 25 verses present (Verse 1..25), no missing/extra/duplicates."
JHN_001.wav,John,1,51,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_001.wav,John,1,51,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_001.wav,John,1,51,FAIL,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
JHN_001.wav,John,1,51,FAIL,Tail Silence,FAIL,2.60s,Expected 2.0s +/- 0.5s; measured 2.60s
JHN_001.wav,John,1,51,FAIL,Chapter Title,PASS,1,Present.
JHN_001.wav,John,1,51,FAIL,Verses,PASS,51/51,"All 51 verses present (Verse 1..51), no missing/extra/duplicates."
JHN_002.wav,John,2,25,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_002.wav,John,2,25,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_002.wav,John,2,25,PASS,Head Silence,PASS,2.04s,Expected 2.0s +/- 0.5s; measured 2.04s
JHN_002.wav,John,2,25,PASS,Tail Silence,PASS,2.48s,Expected 2.0s +/- 0.5s; measured 2.48s
JHN_002.wav,John,2,25,PASS,Chapter Title,PASS,1,Present.
JHN_002.wav,John,2,25,PASS,Verses,PASS,25/25,"All 25 verses present (Verse 1..25), no missing/extra/duplicates."
JHN_003.wav,John,3,36,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_003.wav,John,3,36,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_003.wav,John,3,36,PASS,Head Silence,PASS,2.03s,Expected 2.0s +/- 0.5s; measured 2.03s
JHN_003.wav,John,3,36,PASS,Tail Silence,PASS,2.06s,Expected 2.0s +/- 0.5s; measured 2.06s
JHN_003.wav,John,3,36,PASS,Chapter Title,PASS,1,Present.
JHN_003.wav,John,3,36,PASS,Verses,PASS,36/36,"All 36 verses present (Verse 1..36), no missing/extra/duplicates."
JHN_004.wav,John,4,54,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_004.wav,John,4,54,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_004.wav,John,4,54,FAIL,Head Silence,PASS,2.04s,Expected 2.0s +/- 0.5s; measured 2.04s
JHN_004.wav,John,4,54,FAIL,Tail Silence,FAIL,2.64s,Expected 2.0s +/- 0.5s; measured 2.64s
JHN_004.wav,John,4,54,FAIL,Chapter Title,PASS,1,Present.
JHN_004.wav,John,4,54,FAIL,Verses,PASS,54/54,"All 54 verses present (Verse 1..54), no missing/extra/duplicates."
JHN_005.wav,John,5,47,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_005.wav,John,5,47,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_005.wav,John,5,47,PASS,Head Silence,PASS,2.02s,Expected 2.0s +/- 0.5s; measured 2.02s
JHN_005.wav,John,5,47,PASS,Tail Silence,PASS,2.35s,Expected 2.0s +/- 0.5s; measured 2.35s
JHN_005.wav,John,5,47,PASS,Chapter Title,PASS,1,Present.
JHN_005.wav,John,5,47,PASS,Verses,PASS,47/47,"All 47 verses present (Verse 1..47), no missing/extra/duplicates."
JHN_006.wav,John,6,71,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_006.wav,John,6,71,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_006.wav,John,6,71,PASS,Head Silence,PASS,2.03s,Expected 2.0s +/- 0.5s; measured 2.03s
JHN_006.wav,John,6,71,PASS,Tail Silence,PASS,2.08s,Expected 2.0s +/- 0.5s; measured 2.08s
JHN_006.wav,John,6,71,PASS,Chapter Title,PASS,1,Present.
JHN_006.wav,John,6,71,PASS,Verses,PASS,71/71,"All 71 verses present (Verse 1..71), no missing/extra/duplicates."
JHN_007.wav,John,7,53,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_007.wav,John,7,53,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_007.wav,John,7,53,PASS,Head Silence,PASS,2.02s,Expected 2.0s +/- 0.5s; measured 2.02s
JHN_007.wav,John,7,53,PASS,Tail Silence,PASS,2.20s,Expected 2.0s +/- 0.5s; measured 2.20s
JHN_007.wav,John,7,53,PASS,Chapter Title,PASS,1,Present.
JHN_007.wav,John,7,53,PASS,Verses,PASS,53/53,"All 53 verses present (Verse 1..53), no missing/extra/duplicates."
JHN_008.wav,John,8,59,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_008.wav,John,8,59,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_008.wav,John,8,59,PASS,Head Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
JHN_008.wav,John,8,59,PASS,Tail Silence,PASS,2.30s,Expected 2.0s +/- 0.5s; measured 2.30s
JHN_008.wav,John,8,59,PASS,Chapter Title,PASS,1,Present.
JHN_008.wav,John,8,59,PASS,Verses,PASS,59/59,"All 59 verses present (Verse 1..59), no missing/extra/duplicates."
JHN_009.wav,John,9,41,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_009.wav,John,9,41,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_009.wav,John,9,41,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
JHN_009.wav,John,9,41,PASS,Tail Silence,PASS,2.36s,Expected 2.0s +/- 0.5s; measured 2.36s
JHN_009.wav,John,9,41,PASS,Chapter Title,PASS,1,Present.
JHN_009.wav,John,9,41,PASS,Verses,PASS,41/41,"All 41 verses present (Verse 1..41), no missing/extra/duplicates."
JHN_010.wav,John,10,42,PASS,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_010.wav,John,10,42,PASS,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_010.wav,John,10,42,PASS,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
JHN_010.wav,John,10,42,PASS,Tail Silence,PASS,2.01s,Expected 2.0s +/- 0.5s; measured 2.01s
JHN_010.wav,John,10,42,PASS,Chapter Title,PASS,1,Present.
JHN_010.wav,John,10,42,PASS,Verses,PASS,42/42,"All 42 verses present (Verse 1..42), no missing/extra/duplicates."
JHN_011.wav,John,11,57,FAIL,Loudness,PASS,-18.0 LUFS,Target -18.0 LUFS +/- 0.5; measured -18.0 LUFS
JHN_011.wav,John,11,57,FAIL,True Peak,PASS,-1.1 dBTP,Ceiling -1.0 dBTP; measured -1.1 dBTP
JHN_011.wav,John,11,57,FAIL,Head Silence,PASS,2.00s,Expected 2.0s +/- 0.5s; measured 2.00s
JHN_011.wav,John,11,57,FAIL,Tail Silence,FAIL,2.67s,Expected 2.0s +/- 0.5s; measured 2.67s
JHN_011.wav,John,11,57,FAIL,Chapter Title,PASS,1,Present.
